===Base de données cpdb3

== Structure de la table sequence_groupe

|------
|Colonne|Type|Null|Valeur par défaut
|------
|GeneID|int(11)|Non|
|Groupe|int(11)|Non|
== Contenu de la table sequence_groupe

|1|1
|2|1
|3|1
|6|1
|8|1
|10|1
|15|1
|16|1
|18|1
|27|1
|29|1
|30|1
|32|1
|33|1
|34|1
|36|1
|37|1
|38|1
|40|1
|41|1
|44|1
|49|1
|52|1
|57|1
|58|1
|59|1
|62|1
|63|1
|65|1
|72|1
|73|1
|74|1
|77|1
|81|1
|84|1
|88|1
|91|1
|92|1
|95|1
|96|1
|98|1
|99|1
|102|1
|103|1
|104|1
|105|1
|106|1
|107|1
|108|1
|109|1
|115|1
|117|1
|119|1
|120|1
|121|1
|132|1
|135|1
|136|1
|137|1
|138|1
|139|1
|140|1
|142|1
|143|1
|144|1
|146|1
|147|1
|148|1
|149|1
|152|1
|153|1
|155|1
|156|1
|157|1
|161|1
|162|1
|164|1
|173|1
|174|1
|175|1
|179|1
|183|1
|185|1
|186|1
|187|1
|188|1
|189|1
|192|1
|198|1
|199|1
|203|1
|207|1
|210|1
|211|1
|212|1
|213|1
|214|1
|221|1
|222|1
|224|1
|225|1
|228|1
|230|1
|231|1
|232|1
|233|1
|234|1
|235|1
|242|1
|243|1
|244|1
|245|1
|246|1
|250|1
|251|1
|253|1
|255|1
|256|1
|257|1
|258|1
|259|1
|260|1
|262|1
|263|1
|264|1
|266|1
|267|1
|268|1
|269|1
|270|1
|271|1
|273|1
|274|1
|276|1
|277|1
|278|1
|281|1
|283|1
|285|1
|286|1
|287|1
|291|1
|292|1
|293|1
|295|1
|296|1
|299|1
|300|1
|302|1
|303|1
|304|1
|305|1
|306|1
|312|1
|313|1
|314|1
|316|1
|317|1
|318|1
|320|1
|321|1
|322|1
|327|1
|328|1
|331|1
|332|1
|333|1
|334|1
|335|1
|339|1
|340|1
|342|1
|343|1
|344|1
|345|1
|346|1
|347|1
|348|1
|349|1
|350|1
|351|1
|352|1
|353|1
|356|1
|360|1
|361|1
|362|1
|363|1
|366|1
|369|1
|370|1
|371|1
|372|1
|373|1
|377|1
|378|1
|382|1
|383|1
|387|1
|388|1
|389|1
|390|1
|391|1
|392|1
|393|1
|394|1
|396|1
|400|1
|402|1
|403|1
|404|1
|405|1
|406|1
|409|1
|411|1
|412|1
|415|1
|417|1
|418|1
|419|1
|420|1
|424|1
|427|1
|428|1
|430|1
|431|1
|434|1
|435|1
|436|1
|437|1
|438|1
|439|1
|446|1
|447|1
|448|1
|453|1
|455|1
|456|1
|461|1
|462|1
|464|1
|465|1
|466|1
|467|1
|470|1
|473|1
|474|1
|475|1
|476|1
|477|1
|478|1
|480|1
|482|1
|486|1
|487|1
|488|1
|490|1
|491|1
|494|1
|495|1
|496|1
|497|1
|499|1
|502|1
|503|1
|507|1
|508|1
|509|1
|510|1
|515|1
|517|1
|518|1
|519|1
|520|1
|522|1
|524|1
|525|1
|526|1
|528|1
|529|1
|530|1
|532|1
|533|1
|535|1
|537|1
|538|1
|539|1
|540|1
|545|1
|546|1
|549|1
|550|1
|553|1
|554|1
|562|1
|564|1
|566|1
|571|1
|572|1
|573|1
|574|1
|577|1
|579|1
|582|1
|583|1
|584|1
|586|1
|587|1
|588|1
|589|1
|592|1
|593|1
|594|1
|595|1
|597|1
|598|1
|606|1
|608|1
|609|1
|611|1
|612|1
|613|1
|614|1
|615|1
|622|1
|623|1
|624|1
|625|1
|627|1
|628|1
|629|1
|630|1
|631|1
|632|1
|634|1
|635|1
|637|1
|639|1
|640|1
|641|1
|642|1
|644|1
|647|1
|652|1
|654|1
|655|1
|656|1
|657|1
|658|1
|659|1
|660|1
|661|1
|662|1
|663|1
|665|1
|667|1
|668|1
|669|1
|671|1
|672|1
|673|1
|674|1
|675|1
|682|1
|684|1
|686|1
|687|1
|692|1
|694|1
|695|1
|698|1
|702|1
|703|1
|709|1
|715|1
|716|1
|717|1
|720|1
|721|1
|722|1
|723|1
|724|1
|725|1
|726|1
|728|1
|729|1
|732|1
|733|1
|734|1
|737|1
|738|1
|739|1
|740|1
|742|1
|743|1
|746|1
|747|1
|748|1
|749|1
|753|1
|755|1
|757|1
|759|1
|760|1
|762|1
|764|1
|766|1
|767|1
|768|1
|772|1
|777|1
|780|1
|781|1
|783|1
|784|1
|786|1
|789|1
|791|1
|792|1
|795|1
|796|1
|797|1
|798|1
|801|1
|803|1
|805|1
|807|1
|808|1
|809|1
|810|1
|812|1
|815|1
|816|1
|818|1
|819|1
|820|1
|822|1
|823|1
|824|1
|825|1
|827|1
|829|1
|830|1
|832|1
|833|1
|834|1
|835|1
|837|1
|840|1
|841|1
|842|1
|843|1
|845|1
|847|1
|849|1
|850|1
|851|1
|853|1
|855|1
|856|1
|857|1
|860|1
